xcomp	became	18	crystals	19
punct	evaporated	14	.	20

det	water	2	The	1
nsubj:pass	evaporated	4	water	2
aux:pass	evaporated	4	was	3
root	.	0	evaporated	4
punct	leaving	6	,	5
advcl	evaporated	4	leaving	6
det	salt	8	the	7
obj	leaving	6	salt	8
punct	evaporated	4	.	9

nsubj	poured	2	We	1
root	.	0	poured	2
det	salt	4	the	3
obj	poured	2	salt	4
case	dish	8	into	5
det	dish	8	a	6
amod	dish	8	Petri	7
obl	poured	2	dish	8
cc	poured	10	and	9
conj	poured	2	poured	10
det	water	12	the	11
obj	poured	10	water	12
compound:prt	poured	10	out	13
punct	poured	2	.	14

det	water	2	The	1
nsubj:pass	evaporated	4	water	2
aux:pass	evaporated	4	was	3
root	.	0	evaporated	4
punct	leaving	6	,	5
advcl	evaporated	4	leaving	6
det	salt	8	the	7
obj	leaving	6	salt	8
punct	evaporated	4	.	9

case	dish	4	By	1
det	dish	4	the	2
compound	dish	4	Petri	3
root	.	0	dish	4
punct	dish	4	.	5

det	water	2	The	1
nsubj:pass	evaporated	4	water	2
aux:pass	evaporated	4	was	3
root	.	0	evaporated	4
punct	leaving	6	,	5
advcl	evaporated	4	leaving	6
det	salt	8	the	7
obj	leaving	6	salt	8
punct	evaporated	4	.	9

mark	putting	2	By	1
root	.	0	putting	2
obj	putting	2	water	3
case	dish	7	in	4
det	dish	7	a	5
amod	dish	7	Petri	6
obl	putting	2	dish	7
cc	letting	9	and	8
conj	putting	2	letting	9
det	water	11	the	10
obj	letting	9	water	11
xcomp	letting	9	evaporate	12
punct	putting	2	.	13

det	water	2	The	1
nsubj:pass	evaporated	4	water	2
aux:pass	evaporated	4	was	3
root	.	0	evaporated	4
punct	leaving	6	,	5
advcl	evaporated	4	leaving	6
det	salt	8	the	7
obj	leaving	6	salt	8
punct	evaporated	4	.	9

root	.	0	Poured	1
det	top	3	the	2
obj	Poured	1	top	3
case	vial	6	of	4
det	vial	6	the	5
nmod	top	3	vial	6
compound:prt	Poured	1	out	7
punct	Poured	1	.	8

det	water	2	The	1
nsubj:pass	evaporated	4	water	2
aux:pass	evaporated	4	was	3
root	.	0	evaporated	4
punct	leaving	6	,	5
advcl	evaporated	4	leaving	6
det	salt	8	the	7
obj	leaving	6	salt	8
punct	evaporated	4	.	9

det	salt	2	The	1
nsubj	dissolved	3	salt	2
root	.	0	dissolved	3
cc	evaporated	7	and	4
det	water	6	the	5
nsubj	evaporated	7	water	6
conj	dissolved	3	evaporated	7
cc	went	11	and	8
det	salt	10	the	9
nsubj	went	11	salt	10
conj	dissolved	3	went	11
case	bottom	14	to	12
det	bottom	14	the	13
obl	went	11	bottom	14
punct	dissolved	3	.	15

det	water	2	The	1
nsubj:pass	evaporated	4	water	2
aux:pass	evaporated	4	was	3
root	.	0	evaporated	4
punct	leaving	6	,	5
advcl	evaporated	4	leaving	6
det	salt	8	the	7
obj	leaving	6	salt	8
punct	evaporated	4	.	9

nsubj	put	2	We	1
root	.	0	put	2
obj	put	2	it	3
case	dish	7	in	4
det	dish	7	a	5
compound	dish	7	evaporation	6
obl	put	2	dish	7
cc	evaporated	11	and	8
det	water	10	the	9
nsubj	evaporated	11	water	10
conj	put	2	evaporated	11
punct	put	2	.	12

det	water	2	The	1
nsubj:pass	evaporated	4	water	2
aux:pass	evaporated	4	was	3
root	.	0	evaporated	4
punct	leaving	6	,	5
advcl	evaporated	4	leaving	6
det	salt	8	the	7
obj	leaving	6	salt	8
punct	evaporated	4	.	9

nsubj	put	2	I	1
root	.	0	put	2
obj	put	2	it	3
case	dish	7	on	4
det	dish	7	the	5
compound	dish	7	evaporating	6
obl	put	2	dish	7
punct	put	2	.	8

det	water	2	The	1
nsubj:pass	evaporated	4	water	2
aux:pass	evaporated	4	was	3
root	.	0	evaporated	4
punct	leaving	6	,	5
advcl	evaporated	4	leaving	6
det	salt	8	the	7
obj	leaving	6	salt	8
punct	evaporated	4	.	9

mark	pouring	2	By	1
root	.	0	pouring	2
det	water	4	the	3
obj	pouring	2	water	4
case	salt	7	into	5
det	salt	7	the	6
obl	pouring	2	salt	7
punct	pouring	2	.	8

det	water	2	The	1
nsubj:pass	evaporated	4	water	2
aux:pass	evaporated	4	was	3
root	.	0	evaporated	4
punct	leaving	6	,	5
advcl	evaporated	4	leaving	6
det	salt	8	the	7
obj	leaving	6	salt	8
punct	evaporated	4	.	9

nsubj	poured	2	We	1
root	.	0	poured	2
det	water	4	the	3
obj	poured	2	water	4
case	bottle	8	out	5
case	bottle	8	of	6
det	bottle	8	the	7
obl	poured	2	bottle	8
punct	poured	2	.	9

det	water	2	The	1
nsubj:pass	evaporated	4	water	2
aux:pass	evaporated	4	was	3
root	.	0	evaporated	4
punct	leaving	6	,	5
advcl	evaporated	4	leaving	6
det	salt	8	the	7
obj	leaving	6	salt	8
punct	evaporated	4	.	9

root	.	0	Letting	1
det	water	3	the	2
obj	Letting	1	water	3
xcomp	Letting	1	evaporate	4
punct	Letting	1	.	5

det	water	2	The	1
nsubj:pass	evaporated	4	water	2
aux:pass	evaporated	4	was	3
root	.	0	evaporated	4
punct	leaving	6	,	5
advcl	evaporated	4	leaving	6
det	salt	8	the	7
obj	leaving	6	salt	8
punct	evaporated	4	.	9

root	.	0	Put	1
obj	Put	1	it	2
case	dish	5	on	3
det	dish	5	a	4
obl	Put	1	dish	5
cc	gets	10	and	6
advmod	gets	10	then	7
det	water	9	the	8
nsubj	gets	10	water	9
conj	Put	1	gets	10
case	air	13	in	11
det	air	13	the	12
obl	gets	10	air	13
cc	stays	17	and	14
det	salt	16	the	15
nsubj	stays	17	salt	16
conj	Put	1	stays	17
punct	Put	1	.	18

det	water	2	The	1
nsubj:pass	evaporated	4	water	2
aux:pass	evaporated	4	was	3
root	.	0	evaporated	4
punct	leaving	6	,	5
advcl	evaporated	4	leaving	6
det	salt	8	the	7
obj	leaving	6	salt	8
punct	evaporated	4	.	9

nsubj	know	4	I	1
aux	know	4	do	2
advmod	know	4	not	3
root	.	0	know	4
punct	know	4	.	5

det	water	2	The	1
nsubj:pass	evaporated	4	water	2
aux:pass	evaporated	4	was	3
root	.	0	evaporated	4
punct	leaving	6	,	5
advcl	evaporated	4	leaving	6
det	salt	8	the	7
obj	leaving	6	salt	8
punct	evaporated	4	.	9

det	salt	2	The	1
nsubj	separated	3	salt	2
root	.	0	separated	3
case	water	6	with	4
det	water	6	the	5
obl	separated	3	water	6
mark	heavier	11	because	7
det	salt	9	the	8
nsubj	heavier	11	salt	9
cop	heavier	11	was	10
advcl	separated	3	heavier	11
cc	heavy	18	but	12
det	water	14	the	13
nsubj	heavy	18	water	14
cop	heavy	18	was	15
advmod	heavy	18	not	16
advmod	heavy	18	even	17
conj	separated	3	heavy	18
punct	separated	3	.	19

det	water	2	The	1
nsubj:pass	evaporated	4	water	2
aux:pass	evaporated	4	was	3
root	.	0	evaporated	4
punct	leaving	6	,	5
advcl	evaporated	4	leaving	6
det	salt	8	the	7
obj	leaving	6	salt	8
punct	evaporated	4	.	9

nsubj	put	2	We	1
root	.	0	put	2
det	water	4	the	3
obj	put	2	water	4
case	cup	8	in	5
det	cup	8	a	6
amod	cup	8	clear	7
obl	put	2	cup	8
cc	let	10	and	9
conj	put	2	let	10
obj	let	10	it	11
xcomp	let	10	sit	12
cc	evaporated	16	and	13
det	water	15	the	14
nsubj	evaporated	16	water	15
conj	put	2	evaporated	16
cc	stayed	20	and	17
det	salt	19	the	18
nsubj	stayed	20	salt	19
conj	evaporated	16	stayed	20
punct	put	2	.	21

det	water	2	The	1
nsubj:pass	evaporated	4	water	2
aux:pass	evaporated	4	was	3
root	.	0	evaporated	4
punct	leaving	6	,	5
advcl	evaporated	4	leaving	6
det	salt	8	the	7
obj	leaving	6	salt	8
punct	evaporated	4	.	9

nsubj	put	2	I	1
root	.	0	put	2
det	water	4	some	3
obj	put	2	water	4
case	dish	7	in	5
det	dish	7	a	6
obl	put	2	dish	7
cc	let	9	and	8
conj	put	2	let	9
det	water	11	the	10
obj	let	9	water	11
xcomp	let	9	evaporate	12
mark	stay	17	so	13
det	salt	15	the	14
nsubj	stay	17	salt	15
aux	stay	17	would	16
advcl	put	2	stay	17
punct	put	2	.	18

det	water	2	The	1
nsubj:pass	evaporated	4	water	2
aux:pass	evaporated	4	was	3
root	.	0	evaporated	4
punct	leaving	6	,	5
advcl	evaporated	4	leaving	6
det	salt	8	the	7
obj	leaving	6	salt	8
punct	evaporated	4	.	9

root	.	0	Evaporate	1
punct	Evaporate	1	.	2

det	water	2	The	1
nsubj:pass	evaporated	4	water	2
aux:pass	evaporated	4	was	3
root	.	0	evaporated	4
punct	leaving	6	,	5
advcl	evaporated	4	leaving	6
det	salt	8	the	7
obj	leaving	6	salt	8
punct	evaporated	4	.	9

det	crystals	2	The	1
nsubj	salt	4	crystals	2
cop	salt	4	were	3
root	.	0	salt	4
punct	salt	4	.	5

det	crystals	2	The	1
nsubj	square	4	crystals	2
cop	square	4	were	3
root	.	0	square	4
case	Xs	6	with	5
obl	square	4	Xs	6
case	surface	9	on	7
det	surface	9	the	8
obl	square	4	surface	9
punct	square	4	.	10

nsubj	used	2	We	1
root	.	0	used	2
amod	glasses	4	magnifying	3
obj	used	2	glasses	4
cc	sort	7	and	5
det	sort	7	some	6
conj	glasses	4	sort	7
case	thing	10	of	8
compound	thing	10	guide	9
nmod	sort	7	thing	10
nsubj	told	12	that	11
acl:relcl	thing	10	told	12
obj	told	12	us	13
det	kinds	16	what	14
amod	kinds	16	different	15
nsubj	looks	19	kinds	16
case	salt	18	of	17
nmod	kinds	16	salt	18
ccomp	told	12	looks	19
obl	looks	19	like	20
punct	used	2	.	21

det	crystals	2	The	1
nsubj	square	4	crystals	2
cop	square	4	were	3
root	.	0	square	4
case	Xs	6	with	5
obl	square	4	Xs	6
case	surface	9	on	7
det	surface	9	the	8
obl	square	4	surface	9
punct	square	4	.	10

nsubj	take	2	You	1
root	.	0	take	2
det	look	4	a	3
obj	take	2	look	4
case	glass	8	through	5
det	glass	8	the	6
compound	glass	8	magnifying	7
obl	take	2	glass	8
punct	take	2	.	9

det	crystals	2	The	1
nsubj	square	4	crystals	2
cop	square	4	were	3
root	.	0	square	4
case	Xs	6	with	5
obl	square	4	Xs	6
case	surface	9	on	7
det	surface	9	the	8
obl	square	4	surface	9
punct	square	4	.	10

case	paper	4	Because	1
fixed	Because	1	of	2
det	paper	4	the	3
root	.	0	paper	4
nsubj	looked	6	we	5
acl:relcl	paper	4	looked	6
obl	looked	6	at	7
punct	paper	4	.	8

det	crystals	2	The	1
nsubj	square	4	crystals	2
cop	square	4	were	3
root	.	0	square	4
case	Xs	6	with	5
obl	square	4	Xs	6
case	surface	9	on	7
det	surface	9	the	8
obl	square	4	surface	9
punct	square	4	.	10

nsubj	looked	2	We	1
root	.	0	looked	2
case	piece	5	at	3
det	piece	5	a	4
obl	looked	2	piece	5
case	paper	7	of	6
nmod	piece	5	paper	7
cc	looked	13	and	8
nsubj	looked	13	one	9
case	pictures	12	of	10
det	pictures	12	the	11
nmod	one	9	pictures	12
conj	looked	2	looked	13
case	crystals	16	like	14
det	crystals	16	the	15
obl	looked	13	crystals	16
punct	looked	2	.	17

det	crystals	2	The	1
nsubj	square	4	crystals	2
cop	square	4	were	3
root	.	0	square	4
case	Xs	6	with	5
obl	square	4	Xs	6
case	surface	9	on	7
det	surface	9	the	8
obl	square	4	surface	9
punct	square	4	.	10

nsubj	shine	4	They	1
aux	shine	4	will	2
advmod	shine	4	not	3
root	.	0	shine	4
punct	shine	4	.	5

det	crystals	2	The	1
nsubj	square	4	crystals	2
cop	square	4	were	3
root	.	0	square	4
case	Xs	6	with	5
obl	square	4	Xs	6
case	surface	9	on	7
det	surface	9	the	8
obl	square	4	surface	9
punct	square	4	.	10

nsubj	square	3	They	1
cop	square	3	were	2
root	.	0	square	3
case	salt	5	like	4
obl	square	3	salt	5
punct	square	3	.	6

det	crystals	2	The	1
nsubj	square	4	crystals	2
cop	square	4	were	3
root	.	0	square	4
case	Xs	6	with	5
obl	square	4	Xs	6
case	surface	9	on	7
det	surface	9	the	8
obl	square	4	surface	9
punct	square	4	.	10

nsubj	knew	2	We	1
root	.	0	knew	2
det	crystals	4	the	3
nsubj	salt	6	crystals	4
cop	salt	6	were	5
ccomp	knew	2	salt	6
mark	showed	12	because	7
det	chart	11	the	8
amod	chart	11	crystal	9
compound	chart	11	identification	10
nsubj	showed	12	chart	11
advcl	knew	2	showed	12
obj	showed	12	us	13
mark	crystals	21	that	14
det	kinds	17	the	15
amod	kinds	17	different	16
nsubj	crystals	21	kinds	17
case	salt	19	of	18
nmod	kinds	17	salt	19
cop	crystals	21	were	20
ccomp	showed	12	crystals	21
punct	knew	2	.	22

det	crystals	2	The	1
nsubj	square	4	crystals	2
cop	square	4	were	3
root	.	0	square	4
case	Xs	6	with	5
obl	square	4	Xs	6
case	surface	9	on	7
det	surface	9	the	8
obl	square	4	surface	9
punct	square	4	.	10

nsubj	said	2	It	1
root	.	0	said	2
advmod	said	2	so	3
case	paper	6	on	4
det	paper	6	a	5
obl	said	2	paper	6
punct	said	2	.	7

det	crystals	2	The	1
nsubj	square	4	crystals	2
cop	square	4	were	3
root	.	0	square	4
case	Xs	6	with	5
obl	square	4	Xs	6
case	surface	9	on	7
det	surface	9	the	8
obl	square	4	surface	9
punct	square	4	.	10

mark	it	5	Because	1
nsubj	it	5	it	2
cop	it	5	was	3
case	it	5	at	4
root	.	0	it	5
mark	had	8	because	6
nsubj	had	8	we	7
advcl	it	5	had	8
det	chart	10	a	9
obj	had	8	chart	10
nsubj	tell	13	that	11
aux	tell	13	could	12
acl:relcl	chart	10	tell	13
iobj	tell	13	us	14
obj	tell	13	that	15
punct	it	5	.	16

det	crystals	2	The	1
nsubj	square	4	crystals	2
cop	square	4	were	3
root	.	0	square	4
case	Xs	6	with	5
obl	square	4	Xs	6
case	surface	9	on	7
det	surface	9	the	8
obl	square	4	surface	9
punct	square	4	.	10

nsubj	looked	2	They	1
root	.	0	looked	2
case	salt	4	like	3
obl	looked	2	salt	4
punct	looked	2	.	5

det	crystals	2	The	1
nsubj	square	4	crystals	2
cop	square	4	were	3
root	.	0	square	4
case	Xs	6	with	5
obl	square	4	Xs	6
case	surface	9	on	7
det	surface	9	the	8
obl	square	4	surface	9
punct	square	4	.	10

nsubj	got	2	We	1
root	.	0	got	2
det	sheet	4	a	3
obj	got	2	sheet	4
case	kinds	7	with	5
amod	kinds	7	different	6
obl	got	2	kinds	7
case	crystals	9	of	8
nmod	kinds	7	crystals	9
punct	got	2	.	10
advmod	looked	13	So	11
nsubj	looked	13	I	12
root	.	10	looked	13
case	picture	17	for	14
det	picture	17	the	15
amod	picture	17	same	16
obl	looked	13	picture	17
case	crystal	20	like	18
det	crystal	20	the	19
nmod	picture	17	crystal	20
cc	said	23	and	21
nsubj	said	23	it	22
conj	looked	13	said	23
compound	salt	25	Kosher	24
obj	said	23	salt	25
punct	looked	13	.	26

det	crystals	2	The	1
nsubj	square	4	crystals	2
cop	square	4	were	3
root	.	0	square	4
case	Xs	6	with	5
obl	square	4	Xs	6
case	surface	9	on	7
det	surface	9	the	8
obl	square	4	surface	9
punct	square	4	.	10

det	teacher	2	The	1
nsubj	told	3	teacher	2
root	.	0	told	3
obj	told	3	us	4
punct	told	3	.	5

det	crystals	2	The	1
nsubj	square	4	crystals	2
cop	square	4	were	3
root	.	0	square	4
case	Xs	6	with	5
obl	square	4	Xs	6
case	surface	9	on	7
det	surface	9	the	8
obl	square	4	surface	9
punct	square	4	.	10

mark	made	4	Because	1
nsubj:pass	made	4	salt	2
aux:pass	made	4	is	3
root	.	0	made	4
case	crystals	8	up	5
case	crystals	8	of	6
amod	crystals	8	little	7
obl	made	4	crystals	8
punct	made	4	.	9

det	crystals	2	The	1
nsubj	square	4	crystals	2
cop	square	4	were	3
root	.	0	square	4
case	Xs	6	with	5
obl	square	4	Xs	6
case	surface	9	on	7
det	surface	9	the	8
obl	square	4	surface	9
punct	square	4	.	10

mark	look	3	Because	1
nsubj	look	3	salt	2
root	.	0	look	3
case	pieces	6	like	4
amod	pieces	6	little	5
obl	look	3	pieces	6
case	crystal	9	of	7
det	crystal	9	a	8
nmod	pieces	6	crystal	9
punct	look	3	.	10

det	crystals	2	The	1
nsubj	square	4	crystals	2
cop	square	4	were	3
root	.	0	square	4
case	Xs	6	with	5
obl	square	4	Xs	6
case	surface	9	on	7
det	surface	9	the	8
obl	square	4	surface	9
punct	square	4	.	10

nsubj	knew	2	I	1
root	.	0	knew	2
mark	shaped	6	because	3
nsubj:pass	shaped	6	they	4
aux:pass	shaped	6	were	5
advcl	knew	2	shaped	6
case	salt	9	like	7
compound	salt	9	kosher	8
obl	shaped	6	salt	9
punct	knew	2	.	10

det	crystals	2	The	1
nsubj	square	4	crystals	2
cop	square	4	were	3
root	.	0	square	4
case	Xs	6	with	5
obl	square	4	Xs	6
case	surface	9	on	7
det	surface	9	the	8
